tweet_id,content,posted_at,language,retweet_count,flag,user_id
57,is awake and shouldn't be ,Tue Apr 07 03:43:02 PDT 2009,English,89682,NO_QUERY,57
58,"@loseitfatboy good, yea had that same issue last night. Way overloaded. Can't complain saw you smoked your camera ",Tue Apr 07 03:43:03 PDT 2009,English,110707,NO_QUERY,58
59,Parra was...quick. didn't spend much time shopping  she came all the way to westmead just to take me to parra. how nice.,Tue Apr 07 03:43:07 PDT 2009,English,116631,NO_QUERY,59
60,"dropped my long suffering ipod, 5 years or so of original Ipod mini, but now he's a gonner! ",Tue Apr 07 03:43:08 PDT 2009,English,114309,NO_QUERY,60
61,isn't sure how much she will use this: blocked at work ,Tue Apr 07 03:43:14 PDT 2009,English,73238,NO_QUERY,61
62,"@leawoodward Quite possibly - though with the cat, its more of a slang phrase to describe his defiant behavior   http://bit.ly/189FQI",Tue Apr 07 03:43:15 PDT 2009,English,92273,NO_QUERY,62
63,finally home. rawr so much work to do ,Tue Apr 07 03:43:16 PDT 2009,English,12904,NO_QUERY,63
64,...with nothing but your t-shirt on ,Tue Apr 07 03:43:19 PDT 2009,English,65595,NO_QUERY,64
65,not a good moment for my e-mail to stop working ,Tue Apr 07 03:43:19 PDT 2009,English,60188,NO_QUERY,65
66,"Today I wear Ian's hoodie. I'm tired, my allergies are acting up, and it's like musical all over again. ",Tue Apr 07 03:43:28 PDT 2009,English,8755,NO_QUERY,66
67,is the worst girlfriend in the universe! ,Tue Apr 07 03:43:29 PDT 2009,English,19604,NO_QUERY,67
68,"just watched digital spy awards, diana vickers could have won one ",Tue Apr 07 03:43:30 PDT 2009,English,12280,NO_QUERY,68
69,@StephenHynds  - You and everybody else. The hard part is getting someone to pay for the extra effort of not stuffing the GAC  #spbpuk,Tue Apr 07 03:43:32 PDT 2009,English,106047,NO_QUERY,69
70,"my mighty mouse,is no longer so mighty. it�s getting strange.  oh,apple - whyyyy?!",Tue Apr 07 03:43:39 PDT 2009,English,87577,NO_QUERY,70
71,Has just finished work for the dae and is now typing this @ the internet kiosk in centralworld. Can't wait to go home on wed ,Tue Apr 07 03:43:39 PDT 2009,English,96446,NO_QUERY,71
72,@bekibutton Its very tough isn't it I'm virtually picking people up and shaking them to get every penny out! V stressful ,Tue Apr 07 03:43:39 PDT 2009,English,123197,NO_QUERY,72
73,Has to go to work without Ninja Luke  how sad,Tue Apr 07 03:43:39 PDT 2009,English,105932,NO_QUERY,73
74,"@JohnGreenaway o that's fantastic. i hate timesheets, but they are forcing me to do them now ",Tue Apr 07 03:43:39 PDT 2009,English,48287,NO_QUERY,74
75,"@rowandaze Aw hon,   Have some extra pixie dust from me.",Tue Apr 07 03:43:40 PDT 2009,English,75416,NO_QUERY,75
76,my tv husbands rick and grimmy are doing freshly squeezed this week not me  waaahhh! HI GUYZZZZ,Tue Apr 07 03:43:44 PDT 2009,English,56323,NO_QUERY,76
77,@mileycyrus awe I feel u i just woke up for school  hopefully we both have a better rest of the day.. &amp; I hope that includes meeting u lol,Tue Apr 07 03:43:51 PDT 2009,English,59388,NO_QUERY,77
78,good mornin every1. All yall talked bout snow &amp; I dreamt it snowed here. lol  how disapptin when I just woke up. I have 2 go 2 work now. ,Tue Apr 07 03:43:53 PDT 2009,English,97675,NO_QUERY,78
79,"Going out for lunch with mum, but I feel very sick and don't want to eat ",Tue Apr 07 03:43:53 PDT 2009,English,61202,NO_QUERY,79
80,@Bobzilla I have 18 planted and another 18 on the way. Its the potatoes I think I have overdone  time will tell.,Tue Apr 07 03:43:54 PDT 2009,English,83791,NO_QUERY,80
81,is feeling ill today ,Tue Apr 07 03:43:56 PDT 2009,English,96559,NO_QUERY,81
82,"@makethingstalk I used to love league, back when I was a lad in Wigan it was pretty much compulsory. Then was forced to play Union ",Tue Apr 07 03:43:57 PDT 2009,English,79008,NO_QUERY,82
83,i think the chem and applic tests tomorrow are going to rape me ,Tue Apr 07 03:43:58 PDT 2009,English,108182,NO_QUERY,83
84, srsly I understood you first time. I was just think of the answer for 1.5 seconds. Repeating in &lt;English just pissed me off.,Tue Apr 07 03:44:00 PDT 2009,English,34194,NO_QUERY,84
85,is cleaning  wishing she could raise the rest of the money she needs for her wedding dress..,Tue Apr 07 03:44:04 PDT 2009,English,93767,NO_QUERY,85
86,@rosskie  Not really sure ,Tue Apr 07 03:44:09 PDT 2009,English,121783,NO_QUERY,86
87,HATES Othello and needs 5 language features + effects by tomorrow ,Tue Apr 07 03:44:11 PDT 2009,English,46331,NO_QUERY,87
88,"waiting for work to end, and wanting to go see my wife. been working 6 days now ",Tue Apr 07 03:44:15 PDT 2009,English,87300,NO_QUERY,88
89,damn tha last message didnt work ,Tue Apr 07 03:44:17 PDT 2009,English,106422,NO_QUERY,89
90,@bethanie niiiiiiiiice.  I'd give it a shot.. if I could find blueprints for B5 ,Tue Apr 07 03:44:26 PDT 2009,English,67862,NO_QUERY,90
91,I hate waking up in the middle of the night for no reason ,Tue Apr 07 03:44:27 PDT 2009,English,66789,NO_QUERY,91
92,wants sum food ,Tue Apr 07 03:44:29 PDT 2009,English,102736,NO_QUERY,92
93,Anyone got any tips for a sore throat and swollen glands? lemsip is just making me ill ,Tue Apr 07 03:44:29 PDT 2009,English,7488,NO_QUERY,93
94,Oh Boy.  I get to got to the field tomorrow.  Small planes are no fun.  ,Tue Apr 07 03:44:29 PDT 2009,English,28586,NO_QUERY,94
95,@worrallo lucky. &gt;_&gt; I got up at 7:05am and I overslept by an hour. ,Tue Apr 07 03:44:32 PDT 2009,English,25325,NO_QUERY,95
96,"@GabrielBerlin thanks but aka-aki app for iPhone seems to be blocked by french operator bouygues telecom, it only works in WiFi ",Tue Apr 07 03:44:34 PDT 2009,English,39762,NO_QUERY,96
97,"explain how, jazmine got from http://is.gd/raX6 to http://is.gd/raWM.  perhaps im being elitist but its so disappointing ",Tue Apr 07 03:44:38 PDT 2009,English,93944,NO_QUERY,97
98,I just found out that Max Headroom wasn't really CG!  Just latex &amp; foam prosthetic makeup and a fiberglass suit. ... Like a Jackelope! ,Tue Apr 07 03:44:39 PDT 2009,English,9458,NO_QUERY,98
99,"@Maeny Hahah, same here. I dropped out after elementary school. But I can't move to the U.S. without high school graduation.  German. U?",Tue Apr 07 03:44:43 PDT 2009,English,42041,NO_QUERY,99
100,@jun6lee Why so harsh? ,Tue Apr 07 03:44:45 PDT 2009,English,69035,NO_QUERY,100
101,@Nikki you're right - @innocentdrinks and Coca Cola seem like polar opposites in ethical terms  will Innocent become like Sunny Delight?,Tue Apr 07 03:44:45 PDT 2009,English,91811,NO_QUERY,101
102,M is the only thing I know like that back of my hand ,Tue Apr 07 03:45:08 PDT 2009,English,60637,NO_QUERY,102
103,mending my banjaxed back and watch daytime tv not fun ,Tue Apr 07 03:45:13 PDT 2009,English,69203,NO_QUERY,103
104,"Oh no,  more babysitting! I love how she springs this on me in the morning so I can't object to it ",Tue Apr 07 03:45:16 PDT 2009,English,33023,NO_QUERY,104
105,musicc&lt;3. confuseeed. ,Tue Apr 07 03:45:18 PDT 2009,English,93365,NO_QUERY,105
106,have got a slight hangover ,Tue Apr 07 03:45:22 PDT 2009,English,34185,NO_QUERY,106
107,"@Schofe Dunno who is there with you, but she's no Fern  ",Tue Apr 07 03:45:25 PDT 2009,English,67970,NO_QUERY,107
108,"@DeuceWT i am!!!!! then we gotta meet in Royal oak with some stylists for these shows... THEN we got a show tonight... man, ima be tired ",Tue Apr 07 03:45:33 PDT 2009,English,101183,NO_QUERY,108
109,"I am so sick from stress, gah, and I need sleep and it is all my fault ",Tue Apr 07 03:45:44 PDT 2009,English,115794,NO_QUERY,109
110,"@mattrs but its RED and yucky  i ordered a blue one which was pretty, and theyr not EVER getting any more in",Tue Apr 07 03:46:01 PDT 2009,English,39880,NO_QUERY,110
111,"blehhhhhhhhh way to early , *feels like puking* ",Tue Apr 07 03:46:04 PDT 2009,English,39920,NO_QUERY,111
112,has a lot of shit to catch up on ,Tue Apr 07 03:46:11 PDT 2009,English,95761,NO_QUERY,112
113,@miraget  ...I just did laundry!   But now it's 7am.  Lame ,Tue Apr 07 03:46:12 PDT 2009,English,61057,NO_QUERY,113
114,@mileycyrus wow early start. I havent even been to bed yet. Hope your tummy feel better soon  love your aussie fan ;) xxx,Tue Apr 07 03:46:12 PDT 2009,English,36158,NO_QUERY,114
115,Got zoo much work to do it's not even funny ,Tue Apr 07 03:46:15 PDT 2009,English,82531,NO_QUERY,115
116,M is the only thing I know like the back of my hand ,Tue Apr 07 03:46:27 PDT 2009,English,81927,NO_QUERY,116
117,Trying to sort out my spazed out hair! ,Tue Apr 07 03:46:27 PDT 2009,English,75974,NO_QUERY,117
118,"I don't know which show to watch tonight, I love Dancing With The Stars but I also love American Idol! ",Tue Apr 07 03:46:35 PDT 2009,English,10000,NO_QUERY,118
119,"Going to watch Tales Of The Black Freighter, followed by having to go to the dentist. What a productive day today will be ",Tue Apr 07 03:46:34 PDT 2009,English,25069,NO_QUERY,119
120,cannot find a picture 2 fit the image thing ,Tue Apr 07 03:46:38 PDT 2009,English,87979,NO_QUERY,120
121,waiting to go to work...all my family is sleeping and I am not...  not fair.,Tue Apr 07 03:46:41 PDT 2009,English,99221,NO_QUERY,121
122,@beforeyoufall @ohonefourthree I feel like shiiiit too. ,Tue Apr 07 03:46:46 PDT 2009,English,27381,NO_QUERY,122
123,@FrannyM101 why you ain't updating??? thats not like you!  is somethin' wrong? whuts wrong??,Tue Apr 07 03:46:48 PDT 2009,English,27755,NO_QUERY,123
124,Snow? Seriously?! ,Tue Apr 07 03:46:49 PDT 2009,English,112913,NO_QUERY,124
125,one of my teachers died yesterday ,Tue Apr 07 03:46:53 PDT 2009,English,106523,NO_QUERY,125
126,"At Gatwick. Watch on BST, body 8 hours behind on PDT ",Tue Apr 07 03:46:59 PDT 2009,English,81655,NO_QUERY,126
127,So near yet so far. ,Tue Apr 07 03:47:00 PDT 2009,English,17494,NO_QUERY,127
128,will miss robee when he goes to sipalay ,Tue Apr 07 03:47:03 PDT 2009,English,121051,NO_QUERY,128
129,I'm watching House and I need a hug ,Tue Apr 07 03:47:05 PDT 2009,English,6018,NO_QUERY,129
130,@kariajay When I was in school I thought I'd be a millionaire at 20 and retire at 21  Look at me today :-P,Tue Apr 07 03:47:07 PDT 2009,English,28283,NO_QUERY,130
131,"@Godfrey_G2da3 Yup, 5 exams and 4 coursework, kmft..plus my pratical nxt mtnh!  how woz ur driving lesson? knocked over any pigeons? :p",Tue Apr 07 03:47:19 PDT 2009,English,69726,NO_QUERY,131
132,On my way to work ,Tue Apr 07 03:47:23 PDT 2009,English,97059,NO_QUERY,132
133,@cuzza that sounds almost as good as nandos ;-) related; nandos have increased prices again ,Tue Apr 07 03:47:24 PDT 2009,English,59213,NO_QUERY,133
134,"Urrrr, I should be waking up right now instead I'm just going to bed  too much on the brain!",Tue Apr 07 03:47:29 PDT 2009,English,52163,NO_QUERY,134
135,An opportunity has been given... all i can do i wait and see what happens! But from past experiences it's not looking good! ,Tue Apr 07 03:47:29 PDT 2009,English,108301,NO_QUERY,135
136,"@jessicastrust Sorry, I've run out of milk.... ",Tue Apr 07 03:47:30 PDT 2009,English,72859,NO_QUERY,136
137,@jacvanek are you a superpupermegaovermodel? sorry idk precisely  but thank you for adding me here and on myspace ;P,Tue Apr 07 03:47:51 PDT 2009,English,67592,NO_QUERY,137
138,@colinlefevre still have never done a Brick tour ,Tue Apr 07 03:47:51 PDT 2009,English,922,NO_QUERY,138
139,heeeby jebus im on twitter but oddly no one else i know is seems a lil pointless ,Tue Apr 07 03:47:54 PDT 2009,English,9846,NO_QUERY,139
140,Search for chametz finished. Last bread meal tomorrow morning. ,Tue Apr 07 03:47:58 PDT 2009,English,108081,NO_QUERY,140
141,@angeluserro lol yeah i will be ok. I think my dog just scratched my eye. Like my actual eye ball. Everything is blurry in my right eye ,Tue Apr 07 03:48:14 PDT 2009,English,64565,NO_QUERY,141
142, i hate work. havent done much today. im trying! i have artists block. cant draw ,Tue Apr 07 03:48:24 PDT 2009,English,74008,NO_QUERY,142
143,"just got home from training , ate dinner , now have to complete an assignment ",Tue Apr 07 03:48:24 PDT 2009,English,14351,NO_QUERY,143
144,"So tell me, how do I get Spotify in Ireland? Have had no luck with poxy proxies so far ",Tue Apr 07 03:48:25 PDT 2009,English,51066,NO_QUERY,144
145,@clarissa1017 why are you deleting your facebook account? ,Tue Apr 07 03:48:32 PDT 2009,English,106501,NO_QUERY,145
146,"Have so much to do today: hand in coursework, pack and tidy (and this is the wost work) and then my shift at work from seven. Shattering ",Tue Apr 07 03:48:34 PDT 2009,English,38089,NO_QUERY,146
147,@brypie i wish lol theres like 12 friend requests and the rest is just pure junk ,Tue Apr 07 03:48:35 PDT 2009,English,14415,NO_QUERY,147
148,I miss Angiii  I miss talking too her  I love you Angiii!,Tue Apr 07 03:48:40 PDT 2009,English,66877,NO_QUERY,148
149,not feeling so hot today ,Tue Apr 07 03:48:53 PDT 2009,English,76939,NO_QUERY,149
150,@stephenfry Thanks. I now have &quot;What is love&quot; stuck in my head. What is love? Baby don't hurt me. Don't hurt me. No more ,Tue Apr 07 03:48:59 PDT 2009,English,75072,NO_QUERY,150
151,Next US airings: Mon. Apr. 13 asdfasdfasdf. I don't wanna wait that long. ,Tue Apr 07 03:49:02 PDT 2009,English,77620,NO_QUERY,151
152,"i am so hungry, but my lunch is in my refrigirator at home ",Tue Apr 07 03:49:04 PDT 2009,English,19782,NO_QUERY,152
153,"@JULIE_MOORE You and me both ,bad mood, knackered and generally feel like sh*t....should have stayed in bed ! ",Tue Apr 07 03:49:07 PDT 2009,English,115782,NO_QUERY,153
154,goign 2 scholl baghhh !!! -_- im tires woke up early.. fell asleep sick ,Tue Apr 07 03:49:08 PDT 2009,English,19775,NO_QUERY,154
155,"Is having sleeping problems  It's four in the morning, and I am dying for a drink.",Tue Apr 07 03:49:31 PDT 2009,English,107313,NO_QUERY,155
156,do Dairy Milk white chocolate buttons actually exist? All the ones in London have been eaten ,Tue Apr 07 03:49:31 PDT 2009,English,93040,NO_QUERY,156
157,@CosmopolitanUK have you tried the Kschocolat Dipping Easter Eggs http://is.gd/raZl not the best though ,Tue Apr 07 03:49:32 PDT 2009,English,118314,NO_QUERY,157
158,"OMG!!! It was horrible this ORAL!!!! Now, it's over but the right ORAL is in June ",Tue Apr 07 03:49:35 PDT 2009,English,91002,NO_QUERY,158
159,@belikejoshx it hurt like a mother fucker ,Tue Apr 07 03:49:46 PDT 2009,English,22622,NO_QUERY,159
160,stomach ache ,Tue Apr 07 03:51:48 PDT 2009,English,88272,NO_QUERY,160
161,4 hours of school this afternoon ,Tue Apr 07 03:51:52 PDT 2009,English,42645,NO_QUERY,161
162,"Such a sunny, hot day! So beautiful but I feel so bored ",Tue Apr 07 03:51:54 PDT 2009,English,19132,NO_QUERY,162
163,hates having spots  http://plurk.com/p/n18zp,Tue Apr 07 03:51:56 PDT 2009,English,62462,NO_QUERY,163
164,@TheBlondeTheory ,Tue Apr 07 03:51:56 PDT 2009,English,90309,NO_QUERY,164
165,"I'm just a girl, With a dream that got the best of me..... ",Tue Apr 07 03:52:00 PDT 2009,English,107599,NO_QUERY,165
166,No riches for Sin ,Tue Apr 07 03:52:02 PDT 2009,English,11607,NO_QUERY,166
167,@samscam I think I must have the same thing - thought it was a cold at first but its turned a bit nasty ,Tue Apr 07 03:52:04 PDT 2009,English,45323,NO_QUERY,167
168,I hate to see parents cry when their kids move out. Makes me think of how my parents felt the 1st time i moved out. ,Tue Apr 07 03:52:06 PDT 2009,English,67403,NO_QUERY,168
169,@geteasypeasy  easy peasy is not better than ubuntu-eee 8.04.... ,Tue Apr 07 03:52:14 PDT 2009,English,26484,NO_QUERY,169
170,The end of College Road Trip always makes me cry. Its just so sad! ,Tue Apr 07 03:52:15 PDT 2009,English,84437,NO_QUERY,170
171,The new Kate Moss Topshop collection has me gagging for summer. Still wearing winter coat. Still a ways to go yet ,Tue Apr 07 03:52:19 PDT 2009,English,15026,NO_QUERY,171
172,&quot;It's my birthday and I'll cry if I want to&quot; because now I'm 30 ,Tue Apr 07 03:52:23 PDT 2009,English,2555,NO_QUERY,172
173,washing the dishes  boohoo,Tue Apr 07 03:52:23 PDT 2009,English,85989,NO_QUERY,173
174,"lost in Proximus online site/maze, between 'e-Services' and 'MyProximus'. No way to send an email to support. And @proximus is a squatter ",Tue Apr 07 03:52:24 PDT 2009,English,86857,NO_QUERY,174
175,When did motorbike insurance get so darned expensive???  Only been not riding for a year. ,Tue Apr 07 03:52:26 PDT 2009,English,11120,NO_QUERY,175
176,didnt stretch before and after my oztag game... now im hurting ,Tue Apr 07 03:52:28 PDT 2009,English,82788,NO_QUERY,176
177,Twitter was really messed up last night. ,Tue Apr 07 03:52:33 PDT 2009,English,39136,NO_QUERY,177
178,@danlesserinc yes I am  and yall have a G'day as well! *smiles*,Tue Apr 07 03:52:33 PDT 2009,English,61024,NO_QUERY,178
179,why is it so cold in the morning in april in houston ,Tue Apr 07 03:52:39 PDT 2009,English,92861,NO_QUERY,179
180,@orangy68 I just hope things aren't lost somewhere ,Tue Apr 07 03:52:43 PDT 2009,English,25205,NO_QUERY,180
181,Eww snow ,Tue Apr 07 03:52:46 PDT 2009,English,42424,NO_QUERY,181
182,@DanRaine - sorry hear that! Off to the dreaded dentist ,Tue Apr 07 03:52:47 PDT 2009,English,71425,NO_QUERY,182
183,@stephenfry missed you  hehe glad you're home Stephen!,Tue Apr 07 03:52:50 PDT 2009,English,71560,NO_QUERY,183
184,@aliipattz its not looking good for friday  Cheque didnt come today either. Ill speak to my mum when she gets in though x,Tue Apr 07 03:52:53 PDT 2009,English,82346,NO_QUERY,184
185,"@MarieLuv That is still terrible, but unfortunately these things happen.  Hope your friend wasn't too upset about being conned like that ",Tue Apr 07 03:52:53 PDT 2009,English,98086,NO_QUERY,185
186,so tired   in my room chilling out. fun :|,Tue Apr 07 03:52:56 PDT 2009,English,608,NO_QUERY,186
187,"after the 1000. time watching...still don't really like the 5th Harry Potter movie  sad actually, i love the book though",Tue Apr 07 03:52:58 PDT 2009,English,49839,NO_QUERY,187
188,"is totally wondering if the real vanessa hudgens is the one in my 'following' glory...  if it's not, that sux...",Tue Apr 07 03:53:00 PDT 2009,English,62755,NO_QUERY,188
189,Time to gett the dog from the wett what a shity day ,Tue Apr 07 03:53:07 PDT 2009,English,105478,NO_QUERY,189
190,Oh scheisse... Ashley simpson is going to be on Melrose Place? Just when i was content with ignoring her existance &amp; marriage to pete  grr,Tue Apr 07 03:53:12 PDT 2009,English,54527,NO_QUERY,190
191,Yuck this is the earliest Ive been up in awhile and its NOT fun ,Tue Apr 07 03:53:14 PDT 2009,English,44688,NO_QUERY,191
192,"@SonnyShear I love them too. Husband, not so much. Therefore, no chimes for me ",Tue Apr 07 03:53:18 PDT 2009,English,105960,NO_QUERY,192
193,i'm stiilll really bored ,Tue Apr 07 03:53:19 PDT 2009,English,79610,NO_QUERY,193
194,can't find any friends here ,Tue Apr 07 03:53:23 PDT 2009,English,102848,NO_QUERY,194
195,hates replaying that night in my head!!!! can't i just be happy now...?  I love you little brother... &lt;3&lt;3&lt;3,Tue Apr 07 03:53:34 PDT 2009,English,56695,NO_QUERY,195
196,@NathanaelB awww no fair! i is a big girl but not a big boy!  you will be sorry when i bite u on bum! then u see who is big playa,Tue Apr 07 03:53:37 PDT 2009,English,122960,NO_QUERY,196
197,Fuck you Channel 7 and iQ for the damn show running over time and me not getting to see the reunions ,Tue Apr 07 03:53:39 PDT 2009,English,7405,NO_QUERY,197
198,Waking up is probably the worst part of my day ,Tue Apr 07 03:53:41 PDT 2009,English,112773,NO_QUERY,198
199,I was just mean on the internet. Somebody spank me. ,Tue Apr 07 03:53:52 PDT 2009,English,82013,NO_QUERY,199
200,Feeling really crappy about an overdue assignment.  Completely mucked up another assignment and left this one too late.,Tue Apr 07 03:53:51 PDT 2009,English,115598,NO_QUERY,200
